Time,LDR1,LDR2,LDR3,LDR4,Horizontal_Angle(Azimuth),Vertical_Angle(Elevation),Voltage,Current
10/01/2024 15:00,742,851,941,1008,93,174,8.92,1.87
10/01/2024 15:30,787,129,727,68,178,100,9.66,1.25
10/01/2024 16:00,1,57,790,322,58,4,3.07,1.61
10/01/2024 16:30,786,847,626,886,77,40,7.68,1.59
10/01/2024 17:00,707,360,166,835,166,146,5.04,0.13
10/01/2024 17:30,629,788,969,477,144,125,0.78,0.17
10/01/2024 18:00,312,583,967,478,81,99,0.73,1.35
10/01/2024 18:30,805,578,396,540,99,167,0.66,0.40
10/01/2024 19:00,798,691,153,666,120,35,3.54,0.54
10/01/2024 19:30,816,784,293,108,154,103,0.35,1.36
10/01/2024 20:00,827,682,964,458,89,119,6.45,0.96
10/01/2024 20:30,949,498,773,782,90,44,4.91,0.65
10/01/2024 21:00,406,180,768,26,71,174,3.17,1.02
10/01/2024 21:30,516,798,504,208,46,54,7.11,0.05
10/01/2024 22:00,367,861,927,627,19,62,2.93,1.20
10/01/2024 22:30,462,616,362,812,74,94,7.58,1.63
10/01/2024 23:00,982,177,76,31,104,140,0.68,0.79
10/01/2024 23:30,842,728,212,484,99,48,5.64,0.67
11/01/2024 0:00,955,283,496,128,132,87,3.09,0.07
11/01/2024 0:30,562,209,156,932,77,5,0.61,0.64
11/01/2024 1:00,466,217,446,929,29,142,1.04,0.16
11/01/2024 1:30,400,68,337,22,173,32,0.97,0.08
11/01/2024 2:00,751,830,161,577,174,95,9.00,1.33
11/01/2024 2:30,844,951,850,444,162,96,5.58,1.33
11/01/2024 3:00,436,250,341,282,48,161,2.34,0.08
11/01/2024 3:30,1023,171,424,279,29,41,8.89,0.15
11/01/2024 4:00,280,80,666,354,157,18,6.75,1.66
11/01/2024 4:30,335,715,46,641,86,144,8.02,0.48
11/01/2024 5:00,701,590,784,216,38,162,7.14,0.70
11/01/2024 5:30,150,18,77,497,139,129,0.54,1.94
11/01/2024 6:00,235,530,741,7,79,112,11.55,0.77
11/01/2024 6:30,82,839,634,328,85,136,6.66,0.30
11/01/2024 7:00,956,850,507,626,110,42,11.17,1.99
11/01/2024 7:30,742,35,242,678,77,99,1.54,1.72
11/01/2024 8:00,598,914,378,222,170,1,8.82,0.21
11/01/2024 8:30,908,842,932,110,71,10,6.63,0.44
11/01/2024 9:00,926,117,393,602,170,120,11.55,0.86
11/01/2024 9:30,695,1017,658,444,98,140,5.62,1.64
11/01/2024 10:00,74,215,744,543,127,67,9.22,0.07
11/01/2024 10:30,488,967,613,544,60,19,3.63,1.40
11/01/2024 11:00,541,275,250,745,126,46,6.92,0.91
11/01/2024 11:30,308,67,564,485,180,66,8.17,0.19
11/01/2024 12:00,100,439,211,352,139,156,10.50,0.51
11/01/2024 12:30,526,486,487,720,34,22,1.83,0.75
11/01/2024 13:00,789,710,316,521,19,64,9.08,0.70
11/01/2024 13:30,711,333,1008,390,74,74,3.53,0.09
11/01/2024 14:00,335,687,237,1014,5,155,7.78,1.83
11/01/2024 14:30,277,580,717,149,60,44,9.08,0.54
11/01/2024 15:00,764,328,634,766,168,78,5.78,0.04
11/01/2024 15:30,898,588,1011,860,134,63,2.55,1.39
11/01/2024 16:00,983,210,727,225,154,127,2.20,1.00
11/01/2024 16:30,665,364,620,496,179,76,3.51,0.41
11/01/2024 17:00,552,247,135,154,36,153,5.09,0.92
11/01/2024 17:30,11,794,63,742,85,28,7.98,1.61
11/01/2024 18:00,989,944,289,535,137,6,3.12,0.73
11/01/2024 18:30,273,160,852,592,93,137,9.66,0.16
11/01/2024 19:00,107,443,617,867,111,41,3.17,0.83
11/01/2024 19:30,766,545,71,677,59,107,6.17,1.68
11/01/2024 20:00,572,380,87,566,70,44,7.79,1.71
11/01/2024 20:30,798,947,920,17,94,66,2.24,1.04
11/01/2024 21:00,199,436,39,656,27,178,2.53,0.49
11/01/2024 21:30,58,320,922,179,130,89,4.93,0.24
11/01/2024 22:00,368,380,912,935,50,152,2.00,1.19
11/01/2024 22:30,920,338,109,834,26,159,8.44,1.10
11/01/2024 23:00,518,963,916,538,83,38,8.50,1.89
11/01/2024 23:30,482,820,453,312,116,114,4.35,0.56
12/01/2024 0:00,344,195,670,148,25,164,6.02,0.26
12/01/2024 0:30,974,588,819,934,127,140,6.73,1.61
12/01/2024 1:00,344,377,740,739,39,33,11.62,1.47
12/01/2024 1:30,316,30,132,127,3,24,5.80,0.28
12/01/2024 2:00,262,858,726,241,0,30,5.47,1.91
12/01/2024 2:30,1004,615,951,711,118,139,0.98,1.50
12/01/2024 3:00,572,327,369,755,22,149,7.60,0.79
12/01/2024 3:30,251,215,823,745,177,95,2.32,1.07
12/01/2024 4:00,554,883,814,346,9,89,1.27,0.35
12/01/2024 4:30,719,898,839,863,160,115,4.94,0.60
12/01/2024 5:00,209,243,601,501,68,139,6.24,1.31
12/01/2024 5:30,203,973,1023,411,31,63,11.85,0.58
12/01/2024 6:00,940,838,440,697,84,44,2.75,1.57
12/01/2024 6:30,679,151,811,439,85,159,5.52,0.73
12/01/2024 7:00,771,472,759,389,11,99,4.40,1.44
12/01/2024 7:30,973,320,806,133,118,60,4.71,1.89
12/01/2024 8:00,799,322,856,150,101,180,1.97,1.48
12/01/2024 8:30,757,815,518,492,133,4,10.72,1.60
12/01/2024 9:00,663,487,985,787,140,11,11.49,0.73
12/01/2024 9:30,227,683,397,804,11,121,7.10,0.35
12/01/2024 10:00,713,125,197,673,70,175,1.37,0.85
12/01/2024 10:30,626,877,868,93,79,78,5.49,0.03
12/01/2024 11:00,171,128,733,408,65,6,10.42,1.21
12/01/2024 11:30,791,304,282,333,67,110,2.36,1.06
12/01/2024 12:00,284,529,335,136,174,45,10.37,0.09
12/01/2024 12:30,753,373,327,824,16,103,5.08,1.82
12/01/2024 13:00,547,762,488,418,72,115,8.96,1.44
12/01/2024 13:30,511,820,38,801,46,124,10.93,0.44
12/01/2024 14:00,671,997,189,366,80,60,7.20,0.56
12/01/2024 14:30,180,167,618,384,145,44,1.96,1.79
12/01/2024 15:00,794,917,952,601,168,161,5.94,1.89
12/01/2024 15:30,390,494,580,937,15,128,9.82,1.80
12/01/2024 16:00,430,142,888,742,103,116,4.94,1.48
12/01/2024 16:30,628,904,399,12,103,94,3.52,0.09
12/01/2024 17:00,544,380,928,827,167,71,5.99,1.97
12/01/2024 17:30,230,204,95,496,25,147,3.48,0.55
12/01/2024 18:00,969,214,655,545,88,25,6.45,1.40
12/01/2024 18:30,600,2,863,842,175,110,9.57,0.64
12/01/2024 19:00,736,578,573,525,9,87,1.68,0.44
12/01/2024 19:30,217,160,28,909,32,159,4.77,0.09
12/01/2024 20:00,360,368,326,2,92,138,9.65,0.23
12/01/2024 20:30,224,435,208,758,148,135,11.03,0.94
12/01/2024 21:00,773,573,297,945,129,148,4.31,0.32
12/01/2024 21:30,387,850,660,89,86,33,11.55,1.77
12/01/2024 22:00,853,5,1005,622,29,122,4.64,1.55
12/01/2024 22:30,324,174,163,1019,46,5,1.33,1.29
12/01/2024 23:00,136,102,121,659,140,180,9.90,1.06
12/01/2024 23:30,304,328,659,118,43,136,9.33,1.21
13/01/2024 0:00,568,674,379,497,127,76,11.48,1.01
13/01/2024 0:30,411,921,140,330,51,110,6.29,1.56
13/01/2024 1:00,675,18,355,952,125,34,11.56,0.20
13/01/2024 1:30,119,960,53,740,18,151,2.45,0.77
13/01/2024 2:00,45,112,544,721,17,51,0.01,1.61
13/01/2024 2:30,382,463,501,750,142,93,10.60,1.20
13/01/2024 3:00,520,114,438,875,79,8,7.43,0.63
13/01/2024 3:30,872,418,830,574,132,136,10.66,0.08
13/01/2024 4:00,633,422,276,849,113,78,10.96,1.88
13/01/2024 4:30,771,539,396,985,59,17,6.01,0.44
13/01/2024 5:00,767,983,259,798,180,159,3.77,1.00
13/01/2024 5:30,751,656,43,467,86,86,11.33,1.31
13/01/2024 6:00,816,633,122,786,129,40,3.36,0.64
13/01/2024 6:30,338,839,833,793,41,86,1.15,0.08
13/01/2024 7:00,180,851,960,302,121,47,0.18,0.45
13/01/2024 7:30,770,456,263,812,45,174,4.01,0.57
13/01/2024 8:00,58,85,37,1021,27,56,2.38,1.63
13/01/2024 8:30,624,874,65,146,41,98,6.98,1.67
13/01/2024 9:00,329,61,362,671,147,103,4.27,1.70
13/01/2024 9:30,50,0,479,319,170,175,10.55,0.61
13/01/2024 10:00,953,1014,939,207,1,113,3.54,0.34
13/01/2024 10:30,743,594,395,953,140,28,9.72,0.76
13/01/2024 11:00,945,585,104,407,110,158,5.17,1.44
13/01/2024 11:30,351,367,922,329,57,72,3.84,1.63
13/01/2024 12:00,29,285,0,599,101,167,0.88,1.64
13/01/2024 12:30,755,314,4,796,34,77,0.40,1.49
13/01/2024 13:00,296,158,37,854,93,55,8.01,0.41
13/01/2024 13:30,342,268,616,418,18,0,3.96,0.63
13/01/2024 14:00,904,897,75,801,126,87,4.33,1.21
13/01/2024 14:30,639,403,413,182,175,136,10.57,1.34
13/01/2024 15:00,494,780,937,568,26,141,10.89,0.46
13/01/2024 15:30,713,723,919,846,16,102,10.70,0.05
13/01/2024 16:00,262,729,642,5,165,107,5.33,0.34
13/01/2024 16:30,552,96,304,206,40,174,1.73,0.00
13/01/2024 17:00,135,127,61,120,154,156,6.33,1.14
13/01/2024 17:30,989,796,763,854,122,116,8.31,1.79
13/01/2024 18:00,760,912,425,424,170,125,11.31,0.41
13/01/2024 18:30,143,243,778,22,81,3,6.51,0.72
13/01/2024 19:00,947,591,694,117,141,50,11.60,0.84
13/01/2024 19:30,220,598,1007,957,28,84,8.12,0.52
13/01/2024 20:00,734,974,344,975,61,40,1.32,0.70
13/01/2024 20:30,85,451,296,707,7,92,6.24,1.88
13/01/2024 21:00,535,168,238,277,49,153,4.25,1.09
13/01/2024 21:30,19,512,200,1002,30,56,7.00,0.98
13/01/2024 22:00,417,36,371,1016,88,55,6.26,1.34
13/01/2024 22:30,535,642,868,934,87,110,2.90,1.00
13/01/2024 23:00,77,259,508,383,58,123,9.60,0.10
13/01/2024 23:30,697,804,232,1008,140,55,4.12,0.81
14/01/2024 0:00,590,398,992,908,160,33,4.75,0.49
14/01/2024 0:30,937,601,735,361,47,29,9.60,1.44
14/01/2024 1:00,192,259,354,479,121,57,3.88,1.85
14/01/2024 1:30,621,661,742,799,155,11,8.52,1.24
14/01/2024 2:00,94,996,14,978,119,61,7.62,1.14
14/01/2024 2:30,845,314,347,715,140,127,4.24,1.60
14/01/2024 3:00,720,57,267,537,35,12,9.75,0.19
14/01/2024 3:30,776,696,319,309,65,160,4.22,0.91
14/01/2024 4:00,76,260,900,781,180,26,1.08,1.79
14/01/2024 4:30,187,15,289,588,150,56,11.29,1.30
14/01/2024 5:00,392,853,4,694,140,43,10.88,0.64
14/01/2024 5:30,71,485,683,575,156,171,4.03,0.40
14/01/2024 6:00,895,820,286,226,132,67,11.96,1.60
14/01/2024 6:30,303,679,656,299,34,87,11.95,1.68
14/01/2024 7:00,905,993,154,969,173,87,2.84,0.95
14/01/2024 7:30,494,636,458,291,66,140,6.67,0.05
14/01/2024 8:00,584,501,656,449,14,113,2.69,0.95
14/01/2024 8:30,161,990,158,414,5,15,8.28,0.86
14/01/2024 9:00,418,225,839,703,106,82,10.68,1.30
14/01/2024 9:30,62,63,770,589,178,165,1.72,1.43
14/01/2024 10:00,143,43,604,808,55,50,5.17,0.55
14/01/2024 10:30,66,498,492,712,92,130,4.64,1.43
14/01/2024 11:00,758,581,382,221,22,156,7.33,1.78
14/01/2024 11:30,672,773,599,978,52,6,7.82,0.30
14/01/2024 12:00,918,323,448,412,132,133,0.89,0.40
14/01/2024 12:30,46,205,728,944,82,15,0.66,0.94
14/01/2024 13:00,581,148,784,816,147,41,4.28,0.88
14/01/2024 13:30,696,552,674,223,124,51,1.81,1.55
14/01/2024 14:00,458,439,1012,772,78,120,3.88,1.22
14/01/2024 14:30,211,994,128,779,69,134,3.73,1.11
14/01/2024 15:00,604,549,901,359,138,82,11.44,0.99
14/01/2024 15:30,349,11,574,898,5,116,10.56,0.73
14/01/2024 16:00,123,224,998,387,13,92,9.90,1.81
14/01/2024 16:30,357,508,319,167,38,40,1.92,0.68
14/01/2024 17:00,329,484,120,138,167,116,0.92,1.71
14/01/2024 17:30,455,678,125,107,145,67,7.98,1.55
14/01/2024 18:00,705,191,123,782,20,146,1.18,1.35
14/01/2024 18:30,51,351,909,510,84,54,10.13,1.34
14/01/2024 19:00,332,212,998,142,125,72,4.59,1.18
14/01/2024 19:30,885,14,105,168,123,84,3.38,1.96
14/01/2024 20:00,288,539,340,585,113,147,9.90,0.87
14/01/2024 20:30,682,9,461,403,129,112,0.74,0.13
14/01/2024 21:00,558,706,305,629,144,95,5.93,0.50
14/01/2024 21:30,121,337,747,576,20,176,4.89,0.20
14/01/2024 22:00,791,893,376,534,155,73,5.85,0.80
14/01/2024 22:30,629,601,901,94,155,86,6.16,1.50
14/01/2024 23:00,789,794,171,730,43,73,8.40,0.26
14/01/2024 23:30,835,738,110,432,125,169,1.45,1.11
15/01/2024 0:00,612,45,949,949,67,27,0.08,0.10
15/01/2024 0:30,809,619,980,308,1,169,0.38,0.79
15/01/2024 1:00,413,872,510,683,139,30,1.08,0.71
15/01/2024 1:30,774,960,222,647,22,66,1.21,0.08
15/01/2024 2:00,23,423,31,419,127,123,11.09,0.40
15/01/2024 2:30,176,253,572,385,95,133,11.51,0.48
15/01/2024 3:00,629,1000,32,109,179,139,2.77,1.14
15/01/2024 3:30,494,443,872,730,82,106,7.86,0.99
15/01/2024 4:00,290,797,210,28,144,87,3.30,1.21
15/01/2024 4:30,640,515,886,122,135,86,4.53,0.50
15/01/2024 5:00,903,504,963,833,27,14,6.97,0.98
15/01/2024 5:30,286,321,766,345,122,57,6.32,0.37
15/01/2024 6:00,277,890,419,562,46,91,10.61,1.91
15/01/2024 6:30,355,732,199,68,120,160,7.29,0.10
15/01/2024 7:00,162,835,483,948,162,167,6.58,1.74
15/01/2024 7:30,442,700,463,1008,23,95,3.28,1.88
15/01/2024 8:00,72,248,694,310,18,40,5.05,1.80
15/01/2024 8:30,828,945,402,219,175,20,6.10,0.80
15/01/2024 9:00,705,650,338,46,122,104,11.31,0.18
15/01/2024 9:30,830,533,473,340,98,161,2.05,0.09
15/01/2024 10:00,694,222,760,402,36,44,6.60,1.31
15/01/2024 10:30,394,79,330,888,100,172,10.82,1.86
15/01/2024 11:00,322,456,196,607,89,98,2.55,1.68
15/01/2024 11:30,428,965,546,873,108,175,3.75,1.99
15/01/2024 12:00,532,31,139,653,151,53,5.92,0.28
15/01/2024 12:30,901,473,318,920,5,31,3.07,0.29
15/01/2024 13:00,114,590,453,852,177,171,0.95,1.27
15/01/2024 13:30,672,680,66,332,160,111,3.15,0.13
15/01/2024 14:00,869,925,311,137,47,37,0.76,1.27
15/01/2024 14:30,768,264,184,168,94,159,6.49,1.10
15/01/2024 15:00,342,3,294,451,20,170,9.03,1.30
15/01/2024 15:30,991,544,668,897,4,159,8.87,0.78
15/01/2024 16:00,19,217,901,399,158,65,6.63,1.84
15/01/2024 16:30,128,413,84,318,51,34,10.89,0.41
15/01/2024 17:00,216,976,517,680,61,100,8.87,1.41
15/01/2024 17:30,391,410,693,278,123,4,3.90,1.04
15/01/2024 18:00,901,310,848,231,95,21,5.23,1.37
15/01/2024 18:30,612,837,776,565,172,14,8.02,0.69
15/01/2024 19:00,595,748,96,976,128,132,3.35,1.77
15/01/2024 19:30,535,490,550,691,72,144,6.02,0.94
15/01/2024 20:00,393,23,287,853,155,60,7.86,1.33
15/01/2024 20:30,117,67,541,408,174,161,10.00,0.10
15/01/2024 21:00,613,675,1020,251,69,61,11.99,0.68
15/01/2024 21:30,328,237,403,955,159,21,7.45,0.70
15/01/2024 22:00,828,1021,394,529,64,145,7.53,1.21
15/01/2024 22:30,360,292,310,504,13,84,0.23,0.67
15/01/2024 23:00,614,940,7,39,171,76,0.53,1.21
15/01/2024 23:30,157,106,726,169,136,116,0.15,1.22
16/01/2024 0:00,639,573,541,343,35,13,8.24,0.89
16/01/2024 0:30,730,741,910,182,18,18,4.45,1.85
16/01/2024 1:00,266,124,43,688,14,63,11.38,1.71
16/01/2024 1:30,708,365,868,645,18,118,9.16,1.24
16/01/2024 2:00,470,446,619,678,87,151,11.36,1.05
16/01/2024 2:30,497,74,450,570,48,154,8.18,0.92
16/01/2024 3:00,271,649,743,391,168,64,8.36,1.03
16/01/2024 3:30,709,753,219,983,21,119,9.52,1.56
16/01/2024 4:00,25,149,609,82,15,97,6.90,0.03
16/01/2024 4:30,879,755,134,792,14,141,11.39,1.56
16/01/2024 5:00,643,210,832,110,93,28,9.40,1.11
16/01/2024 5:30,765,373,959,665,118,110,10.49,1.42
16/01/2024 6:00,513,999,986,168,127,30,10.63,0.98
16/01/2024 6:30,23,362,971,879,49,16,10.26,0.41
16/01/2024 7:00,313,717,207,262,160,124,10.51,0.20
16/01/2024 7:30,562,621,292,270,168,152,1.19,0.94
16/01/2024 8:00,975,860,965,443,173,159,9.44,1.90
16/01/2024 8:30,649,29,114,91,115,59,2.09,0.70
16/01/2024 9:00,890,762,417,747,144,165,9.39,1.60
16/01/2024 9:30,850,474,257,571,89,36,4.89,0.97
16/01/2024 10:00,49,952,120,577,170,126,7.56,0.43
16/01/2024 10:30,98,816,763,524,58,107,9.68,0.73
16/01/2024 11:00,16,42,353,859,39,115,5.86,1.40
16/01/2024 11:30,316,288,562,150,54,33,5.49,0.83
16/01/2024 12:00,9,528,450,754,42,126,0.31,0.84
16/01/2024 12:30,867,814,758,702,35,166,1.92,0.13
16/01/2024 13:00,349,799,214,278,55,180,3.25,0.47
16/01/2024 13:30,775,707,313,528,20,64,2.12,0.01
16/01/2024 14:00,527,593,884,298,1,35,0.96,0.46
16/01/2024 14:30,134,94,742,226,82,25,3.11,0.74
16/01/2024 15:00,84,708,875,556,137,111,6.34,1.30
16/01/2024 15:30,931,619,246,395,28,137,0.17,0.07
16/01/2024 16:00,965,814,251,188,165,77,4.29,1.64
16/01/2024 16:30,932,100,689,456,6,55,10.62,1.49
16/01/2024 17:00,579,238,542,835,83,20,0.69,1.21
16/01/2024 17:30,752,143,326,609,117,172,2.29,1.17
16/01/2024 18:00,418,549,986,362,71,32,1.57,0.89
16/01/2024 18:30,738,521,333,504,16,116,10.27,1.81
16/01/2024 19:00,470,516,374,891,167,121,10.13,0.28
16/01/2024 19:30,357,678,44,40,30,132,3.51,1.27
16/01/2024 20:00,493,744,956,853,144,169,9.99,0.81
16/01/2024 20:30,640,208,948,379,155,74,8.45,0.66
16/01/2024 21:00,409,129,634,195,162,90,7.28,0.42
16/01/2024 21:30,427,855,825,789,146,173,6.17,0.97
16/01/2024 22:00,825,544,794,51,80,130,9.34,1.36
16/01/2024 22:30,52,810,744,972,38,90,5.65,0.82
16/01/2024 23:00,273,298,926,935,30,67,1.12,1.66
16/01/2024 23:30,957,950,88,478,78,93,9.14,0.23
17/01/2024 0:00,166,280,556,150,130,158,0.07,0.24
17/01/2024 0:30,862,680,736,726,115,34,10.64,0.64
17/01/2024 1:00,312,892,266,186,153,170,6.54,1.60
17/01/2024 1:30,687,552,640,394,63,63,11.13,0.99
17/01/2024 2:00,217,18,943,492,60,58,1.99,1.90
17/01/2024 2:30,991,617,924,434,44,144,5.27,1.78
17/01/2024 3:00,948,419,10,502,47,143,6.96,0.90
17/01/2024 3:30,649,608,534,450,33,130,9.78,1.49
17/01/2024 4:00,743,1017,197,719,178,45,11.87,1.33
17/01/2024 4:30,358,325,155,617,112,53,7.77,1.91
17/01/2024 5:00,96,774,564,129,72,115,7.41,0.79
17/01/2024 5:30,203,267,293,277,72,41,10.70,0.92
17/01/2024 6:00,99,304,714,508,74,180,6.00,0.44
17/01/2024 6:30,849,467,745,383,43,6,2.03,2.00
17/01/2024 7:00,885,829,840,168,167,152,4.77,1.68
17/01/2024 7:30,213,743,947,205,3,44,7.24,0.47
17/01/2024 8:00,808,840,914,921,78,179,9.18,1.81
17/01/2024 8:30,540,191,950,573,108,161,8.61,1.58
17/01/2024 9:00,517,291,425,989,134,148,11.50,1.56
17/01/2024 9:30,170,73,950,698,88,120,10.54,1.04
17/01/2024 10:00,335,50,716,347,76,101,5.33,1.41
17/01/2024 10:30,568,680,230,912,148,144,8.95,1.58
17/01/2024 11:00,992,955,729,812,8,54,4.45,0.43
17/01/2024 11:30,666,647,761,402,170,16,4.01,1.32
17/01/2024 12:00,764,872,5,822,53,163,10.55,0.15
17/01/2024 12:30,955,950,464,884,95,51,10.86,1.29
17/01/2024 13:00,544,381,836,90,78,151,1.95,1.91
17/01/2024 13:30,524,301,294,501,58,129,10.28,0.29
17/01/2024 14:00,989,1019,370,209,51,39,8.51,0.29
17/01/2024 14:30,1013,623,233,536,101,92,5.83,0.25
17/01/2024 15:00,688,809,561,1023,13,74,3.52,1.16
17/01/2024 15:30,459,4,989,217,117,47,6.26,1.85
17/01/2024 16:00,951,1013,282,265,177,9,9.63,1.46
17/01/2024 16:30,448,828,48,265,22,32,1.28,0.19
17/01/2024 17:00,515,259,672,433,91,149,3.98,0.25
17/01/2024 17:30,226,799,904,850,121,26,8.27,1.64
17/01/2024 18:00,962,112,202,69,76,55,4.08,0.54
17/01/2024 18:30,19,595,118,243,12,105,2.30,1.96
17/01/2024 19:00,512,439,695,739,61,142,10.75,0.51
17/01/2024 19:30,371,331,391,231,37,76,8.03,0.62
17/01/2024 20:00,894,762,143,685,39,104,8.88,0.38
17/01/2024 20:30,851,943,715,573,51,3,3.49,1.56
17/01/2024 21:00,966,626,296,746,129,125,9.39,1.62
17/01/2024 21:30,327,34,517,604,125,8,8.53,0.60
17/01/2024 22:00,587,618,286,485,21,19,3.80,0.94
17/01/2024 22:30,174,375,223,377,102,119,11.40,0.08
17/01/2024 23:00,917,329,493,340,136,59,7.41,0.44
17/01/2024 23:30,186,786,62,464,11,31,8.76,1.63
18/01/2024 0:00,905,465,861,740,75,61,7.45,0.48
18/01/2024 0:30,504,324,208,759,13,172,8.69,1.69
18/01/2024 1:00,221,233,160,215,28,81,3.33,1.53
18/01/2024 1:30,465,608,532,285,18,22,10.91,1.68
18/01/2024 2:00,222,282,833,21,171,180,7.15,1.11
18/01/2024 2:30,470,37,346,573,73,70,9.17,0.70
18/01/2024 3:00,189,570,696,633,92,92,8.39,1.76
18/01/2024 3:30,982,497,109,925,23,99,10.68,0.91
18/01/2024 4:00,139,770,397,946,2,106,11.70,1.33
18/01/2024 4:30,392,432,289,379,180,23,9.05,0.76
18/01/2024 5:00,719,566,681,98,132,120,1.96,0.61
18/01/2024 5:30,823,815,313,305,179,163,9.66,1.10
18/01/2024 6:00,44,873,593,545,109,3,8.61,0.81
18/01/2024 6:30,927,938,220,111,103,55,10.08,0.31
18/01/2024 7:00,325,500,15,67,180,115,2.48,0.20
18/01/2024 7:30,515,703,305,453,10,70,11.97,1.19
18/01/2024 8:00,926,136,423,780,71,30,9.48,1.41
18/01/2024 8:30,183,762,30,889,133,116,11.01,1.61
18/01/2024 9:00,745,625,868,80,20,173,9.68,1.76
18/01/2024 9:30,905,567,992,58,137,74,0.41,0.46
18/01/2024 10:00,766,908,575,977,65,170,6.64,0.97
18/01/2024 10:30,769,599,988,849,158,14,2.31,0.85
18/01/2024 11:00,697,338,35,693,15,113,6.72,0.25
18/01/2024 11:30,274,937,452,778,113,102,10.54,0.73
18/01/2024 12:00,845,534,380,73,138,66,6.47,0.42
18/01/2024 12:30,940,755,115,153,64,40,11.30,1.67
18/01/2024 13:00,823,144,456,412,52,57,3.41,1.51
18/01/2024 13:30,425,156,1016,915,180,171,8.53,0.17
18/01/2024 14:00,205,862,162,567,24,32,5.98,1.87
18/01/2024 14:30,706,448,594,880,86,24,3.59,0.72
18/01/2024 15:00,261,189,478,854,146,123,2.44,0.35
18/01/2024 15:30,436,362,1007,776,15,156,10.20,0.46
18/01/2024 16:00,847,478,454,416,42,152,6.41,1.32
18/01/2024 16:30,77,965,454,717,133,150,9.05,1.14
18/01/2024 17:00,932,343,410,161,169,5,1.94,0.48
18/01/2024 17:30,931,712,213,917,33,23,10.24,1.15
18/01/2024 18:00,364,918,878,983,80,21,7.45,1.36
18/01/2024 18:30,727,417,587,185,14,129,10.30,0.83
18/01/2024 19:00,659,223,313,782,31,134,1.12,0.94
18/01/2024 19:30,63,196,767,42,158,39,3.74,0.86
18/01/2024 20:00,738,946,262,487,81,58,9.90,0.10
18/01/2024 20:30,19,451,787,1021,3,163,9.23,0.51
18/01/2024 21:00,108,943,48,917,140,62,7.95,0.58
18/01/2024 21:30,1007,769,134,325,33,111,6.00,1.25
18/01/2024 22:00,751,71,270,484,34,73,1.31,0.83
18/01/2024 22:30,575,898,961,428,168,32,6.37,1.50
18/01/2024 23:00,313,1007,501,737,50,165,2.45,0.76
18/01/2024 23:30,35,982,410,189,79,131,5.40,0.09
19/01/2024 0:00,686,759,285,249,74,52,7.62,0.79
19/01/2024 0:30,928,324,361,145,100,73,3.51,0.60
19/01/2024 1:00,580,91,282,27,61,94,5.58,0.96
19/01/2024 1:30,460,416,54,938,77,13,3.55,1.99
19/01/2024 2:00,1010,741,598,441,50,168,5.01,0.78
19/01/2024 2:30,602,751,760,992,133,113,7.30,0.88
19/01/2024 3:00,935,53,513,466,89,19,9.34,1.65
19/01/2024 3:30,377,917,922,355,137,101,2.66,1.63
19/01/2024 4:00,458,724,231,307,163,178,11.23,0.77
19/01/2024 4:30,860,512,984,382,1,55,4.39,0.83
19/01/2024 5:00,82,438,798,1023,24,27,4.81,1.90
19/01/2024 5:30,724,478,851,826,26,91,8.84,1.69
19/01/2024 6:00,213,790,592,791,132,125,10.78,0.82
19/01/2024 6:30,107,875,827,384,164,116,3.17,0.68
19/01/2024 7:00,759,614,781,118,99,8,4.50,0.42
19/01/2024 7:30,554,344,485,632,55,170,9.25,0.30
19/01/2024 8:00,107,734,930,391,77,29,10.94,1.86
19/01/2024 8:30,294,733,255,928,128,54,1.83,1.84
19/01/2024 9:00,462,895,560,532,174,142,0.86,0.51
19/01/2024 9:30,335,389,146,722,175,154,8.91,0.23
19/01/2024 10:00,74,415,798,203,97,170,2.90,1.19
19/01/2024 10:30,470,622,125,180,137,152,2.67,0.51
19/01/2024 11:00,881,730,892,692,163,24,6.47,1.47
19/01/2024 11:30,959,532,401,141,126,141,6.08,0.34
19/01/2024 12:00,339,235,47,917,21,158,1.89,0.52
19/01/2024 12:30,590,291,409,967,122,23,7.34,1.83
19/01/2024 13:00,121,469,461,807,169,85,7.61,0.40
19/01/2024 13:30,867,215,302,34,52,92,4.14,0.64
19/01/2024 14:00,872,308,340,540,69,107,0.46,1.87
19/01/2024 14:30,426,515,834,813,2,0,8.29,1.63
19/01/2024 15:00,395,989,37,138,47,24,3.57,1.24
19/01/2024 15:30,153,961,924,855,5,49,5.49,0.89
19/01/2024 16:00,106,655,656,718,98,109,10.52,1.33
19/01/2024 16:30,736,474,384,752,37,121,10.87,0.86
19/01/2024 17:00,336,962,240,507,20,145,8.62,0.79
19/01/2024 17:30,93,107,483,412,52,141,6.03,1.48
19/01/2024 18:00,292,33,601,68,169,148,7.57,0.44
19/01/2024 18:30,1001,350,378,883,109,70,4.16,1.69
19/01/2024 19:00,937,369,980,755,11,28,3.13,1.72
19/01/2024 19:30,980,739,890,210,45,96,9.63,0.85
19/01/2024 20:00,294,567,313,678,140,128,10.56,0.33
19/01/2024 20:30,80,852,532,760,61,51,5.73,1.39
19/01/2024 21:00,438,533,601,508,136,153,5.67,0.07
19/01/2024 21:30,301,829,687,771,60,102,9.44,1.21
19/01/2024 22:00,379,999,688,927,171,148,9.61,0.02
19/01/2024 22:30,112,644,761,77,70,16,1.60,0.11
